vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-03-01 00:58:54,2019-03-01 01:02:50,1,1.12,1,N,255,112,2,5,0.5,0.5,0,0,0.3,6.3,0
2,2019-03-01 00:08:28,2019-03-01 00:11:01,5,.29,1,N,43,142,1,4,0.5,0.5,1.95,0,0.3,9.75,2.5
2,2019-03-01 00:17:09,2019-03-01 00:33:41,5,7.11,1,N,142,243,2,22.5,0.5,0.5,0,0,0.3,26.3,2.5
2,2019-03-01 00:56:44,2019-03-01 01:22:52,4,6.33,1,N,50,256,1,23.5,0.5,0.5,5.46,0,0.3,34.71,2.5
2,2019-03-01 00:01:58,2019-03-01 00:09:42,1,2.19,1,N,230,143,1,9,0.5,0.5,2,0,0.3,14.8,2.5
2,2019-03-01 00:26:08,2019-03-01 00:40:41,1,3.51,1,N,50,114,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5
1,2019-03-01 00:23:27,2019-03-01 00:32:57,1,1.70,1,N,234,230,2,8.5,3,0.5,0,0,0.3,12.3,2.5
1,2019-03-01 00:53:38,2019-03-01 01:11:18,1,5.30,1,N,79,7,1,17.5,3,0.5,5.3,0,0.3,26.6,2.5
1,2019-03-01 00:13:12,2019-03-01 00:25:33,1,6.00,1,N,13,233,1,19,3,0.5,2.28,0,0.3,25.08,2.5
1,2019-03-01 00:27:30,2019-03-01 00:49:18,2,7.30,1,N,233,116,1,23.5,3,0.5,2,0,0.3,29.3,2.5
1,2019-03-01 00:53:04,2019-03-01 01:14:46,2,4.30,1,N,116,236,1,18,3,0.5,5.45,0,0.3,27.25,2.5
2,2019-03-01 00:07:31,2019-03-01 00:47:08,1,15.39,1,N,144,240,1,45.5,0.5,0.5,0,2.64,0.3,51.94,2.5
2,2019-03-01 00:22:57,2019-03-01 00:37:46,2,3.12,1,N,231,137,1,12.5,0.5,0.5,4.08,0,0.3,20.38,2.5
2,2019-03-01 00:07:50,2019-03-01 00:18:34,1,2.25,1,N,246,125,1,10,0.5,0.5,1.5,0,0.3,15.3,2.5
2,2019-03-01 00:39:04,2019-03-01 00:47:39,1,2.34,1,N,161,262,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2019-03-01 00:26:48,2019-03-01 00:55:46,1,10.00,1,N,114,82,2,32,0.5,0.5,0,0,0.3,35.8,2.5
2,2019-03-01 00:22:34,2019-03-01 01:03:57,2,7.38,1,N,163,87,1,30.5,0.5,0.5,6.86,0,0.3,41.16,2.5
2,2019-03-01 00:26:04,2019-03-01 00:46:54,1,5.38,1,N,234,7,1,19,0.5,0.5,2,0,0.3,24.8,2.5
2,2019-03-01 00:26:18,2019-03-01 00:33:23,1,1.39,1,N,142,186,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-03-01 00:39:15,2019-03-01 00:50:32,1,2.04,1,N,186,79,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2019-03-01 00:57:53,2019-03-01 00:59:36,1,.32,1,N,114,114,1,3.5,0.5,0.5,1.46,0,0.3,8.76,2.5
1,2019-03-01 00:15:03,2019-03-01 00:21:40,1,1.40,1,N,170,90,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,2019-03-01 00:25:59,2019-03-01 00:48:01,1,5.30,1,N,186,42,2,20,3,0.5,0,0,0.3,23.8,2.5
2,2019-03-01 00:14:52,2019-03-01 00:32:29,2,2.81,1,N,162,148,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
2,2019-03-01 00:44:55,2019-03-01 00:53:55,2,1.55,1,N,114,234,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,2019-03-01 00:55:28,2019-03-01 01:02:39,2,1.26,1,N,234,233,1,7,0.5,0.5,3.24,0,0.3,14.04,2.5
2,2019-03-01 00:19:25,2019-03-01 00:30:04,2,1.34,1,N,148,211,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2019-03-01 00:51:32,2019-03-01 01:14:29,3,7.08,1,N,43,87,1,23,0.5,0.5,2,0,0.3,28.8,2.5
1,2019-03-01 00:25:21,2019-03-01 00:27:24,2,.60,1,N,237,237,1,4,3,0.5,0.86,0,0.3,8.66,2.5
1,2019-03-01 00:40:14,2019-03-01 00:48:38,2,1.40,1,N,237,262,1,8,3,0.5,1.77,0,0.3,13.57,2.5
2,2019-03-01 00:14:54,2019-03-01 00:42:52,5,3.37,1,N,79,80,1,19.5,0.5,0.5,5.82,0,0.3,29.12,2.5
2,2019-03-01 00:47:14,2019-03-01 01:08:02,5,5.30,1,N,80,186,2,19,0.5,0.5,0,0,0.3,22.8,2.5
1,2019-03-01 00:28:37,2019-03-01 00:44:02,1,3.30,1,N,161,125,1,13,3,0.5,4.2,0,0.3,21,2.5
1,2019-03-01 00:46:48,2019-03-01 01:10:03,1,6.50,1,N,125,226,1,23.5,3,0.5,5.46,0,0.3,32.76,2.5
2,2019-03-01 00:16:42,2019-03-01 00:21:17,1,.91,1,N,236,238,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2019-03-01 00:29:14,2019-03-01 00:37:56,1,1.98,1,N,151,152,1,9,0.5,0.5,2.06,0,0.3,12.36,0
2,2019-03-01 00:34:07,2019-03-01 00:54:35,6,8.35,1,N,244,249,1,25.5,0.5,0.5,5.86,0,0.3,35.16,2.5
2,2019-03-01 00:33:21,2019-03-01 00:50:11,2,3.98,1,N,234,263,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5
1,2019-03-01 00:12:40,2019-03-01 00:19:16,1,1.00,1,N,161,170,1,6.5,3,0.5,1.5,0,0.3,11.8,2.5
1,2019-03-01 00:21:34,2019-03-01 00:22:56,1,.30,1,N,170,170,1,3,3,0.5,1.7,0,0.3,8.5,2.5
1,2019-03-01 00:32:29,2019-03-01 00:56:36,1,4.00,1,N,234,256,1,18.5,3,0.5,4.45,0,0.3,26.75,2.5
2,2019-03-01 00:11:29,2019-03-01 00:29:47,1,5.11,1,N,114,262,1,17.5,0.5,0.5,3.5,0,0.3,24.8,2.5
1,2019-03-01 00:47:14,2019-03-01 01:11:50,1,2.90,1,N,234,79,1,16.5,3,0.5,6.05,0,0.3,26.35,2.5
2,2019-03-01 00:19:24,2019-03-01 00:36:45,5,6.27,1,N,100,42,1,20,0.5,0.5,4,0,0.3,27.8,2.5
2,2019-03-01 00:39:52,2019-03-01 00:46:43,1,2.25,1,N,238,75,1,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2019-03-01 00:10:48,2019-03-01 00:31:47,1,4.33,1,N,234,33,1,17.5,0.5,0.5,2,0,0.3,23.3,2.5
2,2019-03-01 00:42:07,2019-03-01 00:45:30,1,.94,1,N,137,229,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,2019-03-01 00:52:36,2019-03-01 01:05:08,1,5.12,1,N,140,247,2,16,0.5,0.5,0,0,0.3,19.8,2.5
2,2019-03-01 00:24:11,2019-03-01 00:37:34,6,3.07,1,N,162,146,1,12,0.5,0.5,4,0,0.3,19.8,2.5
2,2019-03-01 00:49:59,2019-03-01 00:56:44,1,1.30,1,N,230,234,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-03-01 00:04:41,2019-03-01 00:10:21,5,.96,1,N,170,48,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2019-03-01 00:45:12,2019-03-01 01:13:54,5,15.40,1,N,170,240,1,43,0.5,0.5,15,0,0.3,61.8,2.5
1,2019-03-01 00:26:12,2019-03-01 01:01:32,1,20.70,2,N,132,236,1,52,2.5,0.5,12.2,5.76,0.3,73.26,2.5
2,2019-03-01 00:32:47,2019-03-01 01:05:01,1,6.57,1,N,100,45,1,25,0.5,0.5,7.2,0,0.3,36,2.5
2,2019-03-01 00:52:24,2019-03-01 00:57:45,1,.55,1,N,125,211,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2019-03-01 00:45:13,2019-03-01 01:05:03,1,10.55,1,N,170,169,2,29.5,0.5,0.5,0,0,0.3,33.3,2.5
1,2019-03-01 00:10:12,2019-03-01 00:19:29,0,1.20,1,N,79,232,2,8,3,0.5,0,0,0.3,11.8,2.5
2,2019-03-01 00:05:33,2019-03-01 00:14:39,1,1.84,1,N,144,158,1,8.5,0.5,0.5,3.08,0,0.3,15.38,2.5
2,2019-03-01 00:58:47,2019-03-01 01:10:35,1,1.99,1,N,114,137,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2019-03-01 00:01:03,2019-03-01 00:22:30,3,6.24,1,N,263,173,2,20.5,0.5,0.5,0,0,0.3,24.3,2.5
2,2019-03-01 00:51:28,2019-03-01 00:53:43,2,.78,1,N,141,141,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
1,2019-03-01 00:17:49,2019-03-01 00:32:13,1,3.60,1,N,114,48,1,13.5,3,0.5,3.45,0,0.3,20.75,2.5
1,2019-03-01 00:57:17,2019-03-01 01:04:47,1,1.90,1,N,68,170,1,8,3,0.5,2.36,0,0.3,14.16,2.5
2,2019-03-01 00:04:55,2019-03-01 00:18:01,2,4.12,1,N,230,41,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
2,2019-03-01 00:59:32,2019-03-01 01:02:11,2,.76,1,N,230,142,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,2019-03-01 00:00:00,2019-03-01 00:34:28,1,6.63,1,N,48,82,2,26,0.5,0.5,0,0,0.3,29.8,2.5
2,2019-03-01 00:17:49,2019-03-01 00:29:25,6,6.71,1,N,138,80,1,19.5,0.5,0.5,4.16,0,0.3,24.96,0
1,2019-03-01 00:02:49,2019-03-01 00:10:29,3,1.80,1,N,249,137,1,7.5,3,0.5,1.13,0,0.3,12.43,2.5
1,2019-03-01 00:29:52,2019-03-01 00:34:55,1,1.40,1,N,161,141,1,6.5,3,0.5,1.03,0,0.3,11.33,2.5
2,2019-03-01 00:50:31,2019-03-01 01:07:56,1,8.17,1,N,141,169,1,24,0.5,0.5,0,0,0.3,27.8,2.5
2,2019-03-01 00:25:59,2019-03-01 00:41:51,1,3.73,1,N,107,66,1,14.5,0.5,0.5,5.49,0,0.3,23.79,2.5
2,2019-03-01 00:20:44,2019-03-01 00:34:50,6,2.05,1,N,148,249,1,11,0.5,0.5,1,0,0.3,15.8,2.5
2,2019-03-01 00:02:09,2019-03-01 00:20:27,1,6.69,1,N,75,243,2,21.5,0.5,0.5,0,0,0.3,22.8,0
2,2019-03-01 00:33:49,2019-03-01 00:49:47,1,3.40,1,N,255,225,1,13.5,0.5,0.5,2.96,0,0.3,17.76,0
1,2019-03-01 00:19:05,2019-03-01 00:28:56,1,1.90,1,N,79,148,1,9,3,0.5,2.56,0,0.3,15.36,2.5
1,2019-03-01 00:33:50,2019-03-01 00:41:15,1,1.90,1,N,79,233,1,8,3,0.5,1.5,0,0.3,13.3,2.5
1,2019-03-01 00:45:44,2019-03-01 00:50:46,1,1.30,1,N,233,186,2,6,3,0.5,0,0,0.3,9.8,2.5
1,2019-03-01 00:58:24,2019-03-01 01:15:58,1,3.20,1,N,230,144,2,13.5,3,0.5,0,0,0.3,17.3,2.5
1,2019-03-01 00:07:05,2019-03-01 00:15:19,1,2.80,1,N,43,74,2,10,3,0.5,0,0,0.3,13.8,2.5
1,2019-03-01 00:13:16,2019-03-01 00:15:48,1,.40,1,N,170,170,1,3.5,3,0.5,1.45,0,0.3,8.75,2.5
1,2019-03-01 00:16:48,2019-03-01 00:17:43,1,.10,1,N,170,170,1,2.5,3,0.5,0,0,0.3,6.3,2.5
1,2019-03-01 00:44:04,2019-03-01 01:07:00,1,5.60,1,N,164,166,1,20.5,3,0.5,0,0,0.3,24.3,2.5
1,2019-03-01 00:10:12,2019-03-01 00:22:04,2,1.70,1,N,148,249,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,2019-03-01 00:29:13,2019-03-01 01:04:20,2,6.30,1,N,164,36,1,27,3,0.5,1,0,0.3,31.8,2.5
1,2019-03-01 00:06:44,2019-03-01 00:22:06,2,3.60,1,N,163,231,2,13.5,3,0.5,0,0,0.3,17.3,2.5
1,2019-03-01 00:23:22,2019-03-01 00:37:16,2,1.30,1,N,231,231,1,10,3,0.5,3.45,0,0.3,17.25,2.5
1,2019-03-01 00:54:05,2019-03-01 01:10:10,1,3.40,1,N,148,164,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5
2,2019-02-28 23:50:27,2019-02-28 23:58:03,2,1.97,1,N,48,238,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2019-03-01 00:34:40,2019-03-01 00:47:02,2,2.75,1,N,114,163,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,2019-03-01 00:20:05,2019-03-01 00:33:30,1,1.91,1,N,230,90,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2019-03-01 00:34:16,2019-03-01 00:47:45,1,1.73,1,N,90,234,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2019-03-01 00:56:50,2019-03-01 01:04:01,1,1.45,1,N,234,233,1,7,0.5,0.5,1,0,0.3,11.8,2.5
2,2019-03-01 00:29:26,2019-03-01 00:35:17,1,1.38,1,N,142,239,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5
2,2019-03-01 00:49:04,2019-03-01 01:00:41,1,4.17,1,N,238,68,1,14,0.5,0.5,3,0,0.3,20.8,2.5
2,2019-03-01 00:10:59,2019-03-01 00:25:56,6,7.04,1,N,264,264,2,20.5,0.5,0.5,0,0,0.3,21.8,0
2,2019-03-01 00:35:48,2019-03-01 01:04:20,1,17.53,2,N,132,48,1,52,0,0.5,10,5.76,0.3,71.06,2.5
2,2019-03-01 00:21:56,2019-03-01 00:30:54,5,1.80,1,N,152,238,1,9,0.5,0.5,2.58,0,0.3,12.88,0
2,2019-03-01 00:11:53,2019-03-01 00:14:04,3,.65,1,N,79,107,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
2,2019-03-01 00:43:38,2019-03-01 00:52:29,5,1.46,1,N,100,233,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2019-03-01 00:17:42,2019-03-01 00:28:32,1,4.51,1,N,132,139,2,14.5,0.5,0.5,0,0,0.3,15.8,0
2,2019-03-01 00:29:41,2019-03-01 00:40:13,1,2.26,1,N,230,249,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2019-03-01 00:48:54,2019-03-01 01:01:48,1,2.40,1,N,164,211,1,11,0.5,0.5,1,0,0.3,15.8,2.5
2,2019-02-28 23:53:03,2019-03-01 00:06:35,1,2.72,1,N,142,263,1,12,0.5,0.5,3.95,0,0.3,19.75,2.5
2,2019-03-01 00:17:23,2019-03-01 00:24:09,1,1.24,1,N,237,164,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-03-01 00:30:02,2019-03-01 00:30:06,1,.00,1,N,164,164,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2019-03-01 00:45:31,2019-03-01 00:48:31,1,.50,1,N,186,186,1,4,0.5,0.5,2.34,0,0.3,10.14,2.5
2,2019-02-28 23:47:42,2019-03-01 00:01:41,1,2.24,1,N,79,164,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
2,2019-03-01 00:24:57,2019-03-01 00:31:09,1,1.16,1,N,246,230,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2019-03-01 00:25:32,2019-03-01 00:35:04,1,2.90,1,N,148,229,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2019-03-01 00:41:32,2019-03-01 00:53:13,2,2.41,1,N,161,68,1,10.5,0.5,0.5,1.1,0,0.3,15.4,2.5
1,2019-03-01 00:43:02,2019-03-01 00:55:09,1,2.20,1,N,107,237,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5
2,2019-03-01 00:58:59,2019-03-01 01:07:48,2,3.42,1,N,148,140,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
4,2019-03-01 00:33:52,2019-03-01 00:39:17,1,2.68,1,N,219,203,2,9.5,0.5,0.5,0,0,0.3,10.8,0
2,2019-03-01 00:57:48,2019-03-01 01:04:40,1,2.13,1,N,237,137,2,8,0.5,0.5,0,0,0.3,11.8,2.5
1,2019-03-01 00:35:10,2019-03-01 00:59:09,1,11.90,1,N,138,68,1,34.5,3,0.5,8,5.76,0.3,52.06,2.5
2,2019-03-01 00:01:48,2019-03-01 00:06:34,2,.85,1,N,100,48,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2019-03-01 00:19:43,2019-03-01 00:24:05,2,1.14,1,N,100,90,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2019-03-01 00:45:12,2019-03-01 00:52:20,2,.95,1,N,231,144,1,6.5,0.5,0.5,1.55,0,0.3,11.85,2.5
2,2019-03-01 00:39:19,2019-03-01 00:48:00,4,1.13,1,N,186,107,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-03-01 00:04:39,2019-03-01 00:09:21,3,.95,1,N,162,140,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2019-03-01 00:11:20,2019-03-01 00:13:30,3,.58,1,N,140,140,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2019-03-01 00:26:19,2019-03-01 00:32:27,2,1.57,1,N,162,164,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5
2,2019-02-28 23:58:43,2019-03-01 00:23:15,2,3.40,1,N,233,231,1,17,0.5,0.5,6.24,0,0.3,27.04,2.5
2,2019-03-01 00:01:23,2019-03-01 00:22:21,1,5.99,1,N,107,41,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5
2,2019-03-01 00:04:09,2019-03-01 00:12:12,1,1.70,1,N,100,234,1,8,0.5,0.5,3.54,0,0.3,15.34,2.5
2,2019-03-01 00:37:16,2019-03-01 01:07:10,1,5.76,1,N,249,37,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5
2,2019-03-01 00:13:24,2019-03-01 00:19:56,1,.90,1,N,230,50,1,6,0.5,0.5,1,0,0.3,10.8,2.5
2,2019-03-01 00:07:36,2019-03-01 00:15:48,1,1.18,1,N,170,50,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-03-01 00:51:38,2019-03-01 01:00:38,1,2.93,1,N,237,74,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,2019-03-01 00:14:09,2019-03-01 00:58:52,5,9.15,1,N,234,188,1,35,0.5,0.5,11.64,0,0.3,50.44,2.5
1,2019-03-01 00:02:35,2019-03-01 00:11:59,1,2.10,1,N,211,107,1,9,3,0.5,1,0,0.3,13.8,2.5
1,2019-03-01 00:54:10,2019-03-01 01:01:15,1,1.30,1,N,114,107,1,7,3,0.5,2.15,0,0.3,12.95,2.5
2,2019-03-01 00:35:07,2019-03-01 00:39:37,1,.95,1,N,231,87,1,5,0.5,0.5,1.25,0,0.3,10.05,2.5
2,2019-03-01 00:50:32,2019-03-01 01:10:22,1,7.10,1,N,231,228,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5
1,2019-03-01 00:38:48,2019-03-01 00:46:43,1,1.90,1,N,230,236,1,8.5,3,0.5,1.7,0,0.3,14,2.5
2,2019-03-01 00:05:03,2019-03-01 00:14:41,1,2.25,1,N,239,41,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,2019-03-01 00:16:23,2019-03-01 00:27:45,1,3.93,1,N,41,162,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,2019-03-01 00:49:02,2019-03-01 01:00:21,1,2.79,1,N,263,100,1,11,0.5,0.5,1.5,0,0.3,16.3,2.5
2,2019-03-01 00:08:13,2019-03-01 00:14:36,6,1.04,1,N,100,162,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,2019-03-01 00:23:02,2019-03-01 00:27:51,4,.88,1,N,162,163,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2019-03-01 00:32:38,2019-03-01 00:38:54,4,1.21,1,N,163,142,1,6.5,0.5,0.5,1.5,0,0.3,11.8,2.5
2,2019-03-01 00:40:46,2019-03-01 00:49:34,4,1.87,1,N,142,230,1,8.5,0.5,0.5,2,0,0.3,14.3,2.5
2,2019-03-01 00:56:41,2019-03-01 01:04:57,3,1.57,1,N,163,164,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,2019-03-01 00:43:26,2019-03-01 01:03:42,2,13.85,1,N,132,16,2,38,0.5,0.5,0,0,0.3,39.3,0
2,2019-03-01 00:03:46,2019-03-01 00:34:32,3,16.60,1,N,132,188,1,46,0.5,0.5,9.46,0,0.3,56.76,0
1,2019-03-01 00:50:09,2019-03-01 00:56:10,1,.80,1,N,90,107,1,6,3,0.5,1.47,0,0.3,11.27,2.5
2,2019-03-01 00:54:41,2019-03-01 01:22:35,1,15.77,1,N,132,89,1,43.5,0.5,0.5,8.96,0,0.3,53.76,0
2,2019-03-01 00:09:12,2019-03-01 00:16:38,3,1.36,1,N,229,170,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5
2,2019-03-01 00:12:30,2019-03-01 00:18:41,1,1.78,1,N,162,162,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2019-03-01 00:21:14,2019-03-01 00:24:06,1,.28,1,N,263,263,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
2,2019-03-01 00:29:11,2019-03-01 00:40:02,1,2.52,1,N,263,142,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,2019-03-01 00:12:06,2019-03-01 00:19:39,3,2.15,1,N,239,75,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
1,2019-03-01 00:47:00,2019-03-01 01:00:22,1,2.10,1,N,231,79,1,10.5,3,0.5,4.25,0,0.3,18.55,2.5
1,2019-03-01 00:41:11,2019-03-01 00:47:49,2,.90,1,N,107,107,2,6,3,0.5,0,0,0.3,9.8,2.5
1,2019-03-01 00:52:39,2019-03-01 01:01:07,1,1.10,1,N,234,170,4,7,3,0.5,0,0,0.3,10.8,2.5
2,2019-03-01 00:00:29,2019-03-01 00:09:51,4,1.47,1,N,230,233,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5
2,2019-03-01 00:16:08,2019-03-01 00:19:00,4,1.06,1,N,233,141,1,5,0.5,0.5,1.32,0,0.3,10.12,2.5
1,2019-03-01 00:09:54,2019-03-01 00:29:41,1,4.10,1,N,100,146,1,16,3,0.5,3.96,0,0.3,23.76,2.5
1,2019-03-01 00:49:43,2019-03-01 00:57:04,1,1.60,1,N,164,229,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,2019-03-01 00:26:08,2019-03-01 01:01:12,1,19.30,2,N,132,113,1,52,2.5,0.5,12.2,5.76,0.3,73.26,2.5
2,2019-03-01 00:26:08,2019-03-01 00:56:14,5,20.31,2,N,132,151,1,52,0,0.5,11.71,5.76,0.3,70.27,0
2,2019-03-01 00:04:55,2019-03-01 00:13:13,1,2.14,1,N,51,254,1,9,0.5,0.5,1,0,0.3,11.3,0
2,2019-03-01 00:45:35,2019-03-01 00:50:40,1,1.52,1,N,262,140,1,7,0.5,0.5,1,0,0.3,11.8,2.5
1,2019-03-01 00:11:57,2019-03-01 00:31:05,1,4.80,1,N,261,163,1,17.5,3,0.5,1,0,0.3,22.3,2.5
1,2019-03-01 00:40:48,2019-03-01 00:44:04,1,.70,1,N,100,90,2,4.5,3,0.5,0,0,0.3,8.3,2.5
2,2019-03-01 00:42:15,2019-03-01 00:56:18,1,2.76,1,N,148,25,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,2019-03-01 00:10:28,2019-03-01 00:16:46,2,1.27,1,N,75,151,1,7,0.5,0.5,0.83,0,0.3,9.13,0
2,2019-03-01 00:01:28,2019-03-01 00:15:00,3,2.01,1,N,137,144,1,10.5,0.5,0.5,1.5,0,0.3,15.8,2.5
1,2019-03-01 00:11:39,2019-03-01 00:34:02,1,9.00,1,N,231,41,1,27.5,3,0.5,4,0,0.3,35.3,2.5
2,2019-03-01 00:00:09,2019-03-01 00:04:28,5,.67,1,N,161,186,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2019-03-01 00:15:40,2019-03-01 00:41:53,5,3.91,1,N,249,255,2,19.5,0.5,0.5,0,0,0.3,23.3,2.5
2,2019-03-01 00:57:57,2019-03-01 01:10:32,5,2.75,1,N,231,97,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
1,2019-03-01 00:15:53,2019-03-01 00:19:21,1,.60,1,N,125,231,1,4.5,3,0.5,1.25,0,0.3,9.55,2.5
1,2019-03-01 00:26:05,2019-03-01 00:32:34,1,1.00,1,N,231,87,1,6,3,0.5,1.95,0,0.3,11.75,2.5
1,2019-03-01 00:41:04,2019-03-01 00:55:22,1,4.80,1,N,87,170,1,16.5,3,0.5,5.05,0,0.3,25.35,2.5
2,2019-03-01 00:16:08,2019-03-01 00:20:57,2,.41,1,N,209,261,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2019-03-01 00:30:35,2019-03-01 00:39:51,3,1.47,1,N,211,158,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2019-03-01 00:52:52,2019-03-01 01:00:00,2,1.67,1,N,231,148,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-03-01 00:10:58,2019-03-01 00:38:29,2,8.05,1,N,170,95,1,26.5,0.5,0.5,3,5.76,0.3,39.06,2.5
1,2019-03-01 00:17:56,2019-03-01 00:25:30,1,1.00,1,N,164,137,1,6.5,3,0.5,1.7,0,0.3,12,2.5
1,2019-03-01 00:48:35,2019-03-01 01:15:44,1,15.00,1,N,164,19,1,41.5,3,0.5,10.2,5.76,0.3,61.26,2.5
2,2019-03-01 00:11:19,2019-03-01 00:14:14,1,.42,1,N,249,249,1,4,0.5,0.5,0.78,0,0.3,8.58,2.5
2,2019-03-01 00:16:32,2019-03-01 00:28:04,1,2.35,1,N,249,233,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2019-03-01 00:11:31,2019-03-01 00:21:51,1,1.62,1,N,237,230,2,9,0.5,0.5,0,0,0.3,12.8,2.5
1,2019-03-01 00:17:13,2019-03-01 00:32:59,1,3.60,1,N,234,236,1,14,3,0.5,2.67,0,0.3,20.47,2.5
1,2019-03-01 00:40:29,2019-03-01 00:46:49,2,1.90,1,N,141,145,1,8,3,0.5,2.35,0,0.3,14.15,2.5
2,2019-03-01 00:09:16,2019-03-01 00:19:12,1,1.99,1,N,140,164,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,2019-03-01 00:38:22,2019-03-01 00:45:51,1,1.40,1,N,249,231,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-03-01 00:54:05,2019-03-01 01:14:54,1,5.28,1,N,211,17,1,19,0.5,0.5,0,0,0.3,22.8,2.5
2,2019-03-01 00:26:22,2019-03-01 00:34:41,1,1.52,1,N,239,236,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2019-02-28 23:57:51,2019-03-01 00:04:16,2,.83,1,N,137,79,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
2,2019-03-01 00:18:38,2019-03-01 00:24:55,2,1.37,1,N,234,68,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2019-03-01 00:34:30,2019-03-01 00:56:51,1,4.27,1,N,211,189,1,17.5,0.5,0.5,4,0,0.3,25.3,2.5
2,2019-03-01 00:18:18,2019-03-01 00:23:39,5,1.27,1,N,163,237,1,6,0.5,0.5,2.8,0,0.3,12.6,2.5
